uniqueid,bank_account
uniqueid_8556 x Tanzania,No
uniqueid_8557 x Tanzania,No
uniqueid_8558 x Tanzania,No
uniqueid_8559 x Tanzania,No
uniqueid_8560 x Tanzania,No
uniqueid_8561 x Tanzania,No
uniqueid_8562 x Tanzania,No
uniqueid_8563 x Tanzania,No
uniqueid_8564 x Tanzania,No
uniqueid_8565 x Tanzania,No
uniqueid_8566 x Tanzania,No
uniqueid_8567 x Tanzania,No
uniqueid_8568 x Tanzania,No
uniqueid_8569 x Tanzania,Yes
uniqueid_8570 x Tanzania,No
uniqueid_8571 x Tanzania,No
uniqueid_8572 x Tanzania,No
uniqueid_8573 x Tanzania,No
uniqueid_8574 x Tanzania,No
uniqueid_8575 x Tanzania,No
uniqueid_8576 x Tanzania,No
uniqueid_8577 x Tanzania,No
uniqueid_8578 x Tanzania,Yes
uniqueid_8579 x Tanzania,No
uniqueid_8580 x Tanzania,No
uniqueid_8581 x Tanzania,No
uniqueid_8582 x Tanzania,No
uniqueid_8583 x Tanzania,No
uniqueid_8584 x Tanzania,No
uniqueid_8585 x Tanzania,No
uniqueid_8586 x Tanzania,No
uniqueid_8587 x Tanzania,No
uniqueid_8588 x Tanzania,No
uniqueid_8589 x Tanzania,No
uniqueid_8590 x Tanzania,No
uniqueid_8591 x Tanzania,No
uniqueid_8592 x Tanzania,No
uniqueid_8593 x Tanzania,No
uniqueid_8594 x Tanzania,No
uniqueid_8595 x Tanzania,Yes
uniqueid_8596 x Tanzania,No
uniqueid_8597 x Tanzania,No
uniqueid_8598 x Tanzania,No
uniqueid_8599 x Tanzania,No
uniqueid_8600 x Tanzania,No
uniqueid_8601 x Tanzania,No
uniqueid_8602 x Tanzania,No
uniqueid_8603 x Tanzania,No
uniqueid_8604 x Tanzania,No
uniqueid_8605 x Tanzania,No
uniqueid_8606 x Tanzania,No
uniqueid_8607 x Tanzania,No
uniqueid_8608 x Tanzania,No
uniqueid_8609 x Tanzania,No
uniqueid_8610 x Tanzania,No
uniqueid_8611 x Tanzania,No
uniqueid_8612 x Tanzania,No
uniqueid_8613 x Tanzania,No
uniqueid_8614 x Tanzania,No
uniqueid_8615 x Tanzania,No
uniqueid_8616 x Tanzania,No
uniqueid_8617 x Tanzania,No
uniqueid_8618 x Tanzania,No
uniqueid_8619 x Tanzania,No
uniqueid_8620 x Tanzania,No
uniqueid_8621 x Tanzania,No
uniqueid_8622 x Tanzania,No
uniqueid_8623 x Tanzania,No
uniqueid_8624 x Tanzania,No
uniqueid_8625 x Tanzania,No
uniqueid_8626 x Tanzania,No
uniqueid_8627 x Tanzania,No
uniqueid_8628 x Tanzania,No
uniqueid_8629 x Tanzania,No
uniqueid_8630 x Tanzania,No
uniqueid_8631 x Tanzania,No
uniqueid_8632 x Tanzania,No
uniqueid_8633 x Tanzania,No
uniqueid_8634 x Tanzania,No
uniqueid_8635 x Tanzania,No
uniqueid_8636 x Tanzania,No
uniqueid_8637 x Tanzania,No
uniqueid_8638 x Tanzania,No
uniqueid_8639 x Tanzania,No
uniqueid_8640 x Tanzania,No
uniqueid_8641 x Tanzania,No
uniqueid_8642 x Tanzania,No
uniqueid_8643 x Tanzania,No
uniqueid_8644 x Tanzania,No
uniqueid_8645 x Tanzania,No
uniqueid_8646 x Tanzania,No
uniqueid_8647 x Tanzania,No
uniqueid_8648 x Tanzania,No
uniqueid_8649 x Tanzania,Yes
uniqueid_8650 x Tanzania,No
uniqueid_8651 x Tanzania,No
uniqueid_8652 x Tanzania,No
uniqueid_8653 x Tanzania,No
uniqueid_8654 x Tanzania,No
uniqueid_8655 x Tanzania,No
uniqueid_8656 x Tanzania,No
uniqueid_8657 x Tanzania,No
uniqueid_8658 x Tanzania,No
uniqueid_8659 x Tanzania,No
uniqueid_8660 x Tanzania,No
uniqueid_8661 x Tanzania,No
uniqueid_8662 x Tanzania,No
uniqueid_8663 x Tanzania,No
uniqueid_8664 x Tanzania,No
uniqueid_8665 x Tanzania,No
uniqueid_8666 x Tanzania,No
uniqueid_8667 x Tanzania,No
uniqueid_8668 x Tanzania,No
uniqueid_8669 x Tanzania,No
uniqueid_8670 x Tanzania,No
uniqueid_8671 x Tanzania,No
uniqueid_8672 x Tanzania,No
uniqueid_8673 x Tanzania,No
uniqueid_8674 x Tanzania,No
uniqueid_8675 x Tanzania,No
uniqueid_8676 x Tanzania,No
uniqueid_8677 x Tanzania,No
uniqueid_8678 x Tanzania,No
uniqueid_8679 x Tanzania,No
uniqueid_8680 x Tanzania,No
uniqueid_8681 x Tanzania,No
uniqueid_8682 x Tanzania,No
uniqueid_8683 x Tanzania,No
uniqueid_8684 x Tanzania,No
uniqueid_8685 x Tanzania,No
uniqueid_8686 x Tanzania,No
uniqueid_8687 x Tanzania,No
uniqueid_8688 x Tanzania,No
uniqueid_8689 x Tanzania,No
uniqueid_8690 x Tanzania,No
uniqueid_8691 x Tanzania,No
uniqueid_8692 x Tanzania,No
uniqueid_8693 x Tanzania,No
uniqueid_8694 x Tanzania,No
uniqueid_8695 x Tanzania,No
uniqueid_8696 x Tanzania,Yes
uniqueid_8697 x Tanzania,No
uniqueid_8698 x Tanzania,No
uniqueid_8699 x Tanzania,No
uniqueid_8700 x Tanzania,No
uniqueid_8701 x Tanzania,No
uniqueid_8702 x Tanzania,No
uniqueid_8703 x Tanzania,No
uniqueid_8704 x Tanzania,No
uniqueid_8705 x Tanzania,No
uniqueid_8706 x Tanzania,No
uniqueid_8707 x Tanzania,No
uniqueid_8708 x Tanzania,No
uniqueid_8709 x Tanzania,No
uniqueid_8710 x Tanzania,No
uniqueid_8711 x Tanzania,No
uniqueid_8712 x Tanzania,No
uniqueid_8713 x Tanzania,Yes
uniqueid_8714 x Tanzania,No
uniqueid_8715 x Tanzania,No
uniqueid_8716 x Tanzania,No
uniqueid_8717 x Tanzania,No
uniqueid_8718 x Tanzania,No
uniqueid_8719 x Tanzania,No
uniqueid_8720 x Tanzania,No
uniqueid_8721 x Tanzania,No
uniqueid_8722 x Tanzania,No
uniqueid_8723 x Tanzania,No
uniqueid_8724 x Tanzania,No
uniqueid_8725 x Tanzania,No
uniqueid_8726 x Tanzania,No
uniqueid_8727 x Tanzania,No
uniqueid_8728 x Tanzania,No
uniqueid_8729 x Tanzania,No
uniqueid_8730 x Tanzania,No
uniqueid_8731 x Tanzania,Yes
uniqueid_8732 x Tanzania,No
uniqueid_8733 x Tanzania,No
uniqueid_8734 x Tanzania,Yes
uniqueid_8735 x Tanzania,No
uniqueid_8736 x Tanzania,No
uniqueid_8737 x Tanzania,No
uniqueid_8738 x Tanzania,No
uniqueid_8739 x Tanzania,No
uniqueid_8740 x Tanzania,No
uniqueid_8741 x Tanzania,No
uniqueid_8742 x Tanzania,No
uniqueid_8743 x Tanzania,No
uniqueid_8744 x Tanzania,No
uniqueid_8745 x Tanzania,No
uniqueid_8746 x Tanzania,No
uniqueid_8747 x Tanzania,No
uniqueid_8748 x Tanzania,No
uniqueid_8749 x Tanzania,No
uniqueid_8750 x Tanzania,No
uniqueid_8751 x Tanzania,No
uniqueid_8752 x Tanzania,No
uniqueid_8753 x Tanzania,No
uniqueid_8754 x Tanzania,No
uniqueid_8755 x Tanzania,No
uniqueid_8756 x Tanzania,No
uniqueid_8757 x Tanzania,No
uniqueid_8758 x Tanzania,No
uniqueid_8759 x Tanzania,No
uniqueid_8760 x Tanzania,No
uniqueid_8761 x Tanzania,No
uniqueid_8762 x Tanzania,Yes
uniqueid_8763 x Tanzania,No
uniqueid_8764 x Tanzania,No
uniqueid_8765 x Tanzania,No
uniqueid_8766 x Tanzania,No
uniqueid_8767 x Tanzania,No
uniqueid_8768 x Tanzania,No
uniqueid_8769 x Tanzania,No
uniqueid_8770 x Tanzania,No
uniqueid_8771 x Tanzania,No
uniqueid_8772 x Tanzania,No
uniqueid_8773 x Tanzania,No
uniqueid_8774 x Tanzania,No
uniqueid_8775 x Tanzania,No
uniqueid_8776 x Tanzania,No
uniqueid_8777 x Tanzania,No
uniqueid_8778 x Tanzania,Yes
uniqueid_8779 x Tanzania,No
uniqueid_8780 x Tanzania,No
uniqueid_8781 x Tanzania,No
uniqueid_8782 x Tanzania,No
uniqueid_8783 x Tanzania,No
uniqueid_8784 x Tanzania,No
uniqueid_8785 x Tanzania,No
uniqueid_8786 x Tanzania,No
uniqueid_8787 x Tanzania,No
uniqueid_8788 x Tanzania,No
uniqueid_8789 x Tanzania,No
uniqueid_8790 x Tanzania,No
uniqueid_8791 x Tanzania,No
uniqueid_8792 x Tanzania,No
uniqueid_8793 x Tanzania,No
uniqueid_8794 x Tanzania,No
uniqueid_8795 x Tanzania,No
uniqueid_8796 x Tanzania,No
uniqueid_8797 x Tanzania,No
uniqueid_8798 x Tanzania,No
uniqueid_8799 x Tanzania,No
uniqueid_8800 x Tanzania,No
uniqueid_8801 x Tanzania,No
uniqueid_8802 x Tanzania,No
uniqueid_8803 x Tanzania,No
uniqueid_8804 x Tanzania,No
uniqueid_8805 x Tanzania,No
uniqueid_8806 x Tanzania,No
uniqueid_8807 x Tanzania,No
uniqueid_8808 x Tanzania,No
uniqueid_8809 x Tanzania,No
uniqueid_8810 x Tanzania,No
uniqueid_8811 x Tanzania,No
uniqueid_8812 x Tanzania,No
uniqueid_8813 x Tanzania,No
uniqueid_8814 x Tanzania,No
uniqueid_8815 x Tanzania,No
uniqueid_8816 x Tanzania,No
uniqueid_8817 x Tanzania,No
uniqueid_8818 x Tanzania,No
uniqueid_8819 x Tanzania,No
uniqueid_8820 x Tanzania,No
uniqueid_8821 x Tanzania,No
uniqueid_8822 x Tanzania,No
uniqueid_8823 x Tanzania,No
uniqueid_8824 x Tanzania,No
uniqueid_8825 x Tanzania,No
uniqueid_8826 x Tanzania,No
uniqueid_8827 x Tanzania,No
uniqueid_8828 x Tanzania,No
uniqueid_8829 x Tanzania,No
uniqueid_8830 x Tanzania,No
uniqueid_8831 x Tanzania,No
uniqueid_8832 x Tanzania,No
uniqueid_8833 x Tanzania,No
uniqueid_8834 x Tanzania,No
uniqueid_8835 x Tanzania,No
uniqueid_8836 x Tanzania,No
uniqueid_8837 x Tanzania,No
uniqueid_8838 x Tanzania,No
uniqueid_8839 x Tanzania,No
uniqueid_8840 x Tanzania,No
uniqueid_8841 x Tanzania,No
uniqueid_8842 x Tanzania,No
uniqueid_8843 x Tanzania,No
uniqueid_8844 x Tanzania,No
uniqueid_8845 x Tanzania,No
uniqueid_8846 x Tanzania,No
uniqueid_8847 x Tanzania,Yes
uniqueid_8848 x Tanzania,No
uniqueid_8849 x Tanzania,No
uniqueid_8850 x Tanzania,No
uniqueid_8851 x Tanzania,No
uniqueid_8852 x Tanzania,No
uniqueid_8853 x Tanzania,No
uniqueid_8854 x Tanzania,No
uniqueid_8855 x Tanzania,No
uniqueid_8856 x Tanzania,No
uniqueid_8857 x Tanzania,No
uniqueid_8858 x Tanzania,No
uniqueid_8859 x Tanzania,No
uniqueid_8860 x Tanzania,No
uniqueid_8861 x Tanzania,No
uniqueid_8862 x Tanzania,No
uniqueid_8863 x Tanzania,No
uniqueid_8864 x Tanzania,No
uniqueid_8865 x Tanzania,No
uniqueid_8866 x Tanzania,No
uniqueid_8867 x Tanzania,No
uniqueid_8868 x Tanzania,No
uniqueid_8869 x Tanzania,No
uniqueid_8870 x Tanzania,No
uniqueid_8871 x Tanzania,No
uniqueid_8872 x Tanzania,No
uniqueid_8873 x Tanzania,No
uniqueid_8874 x Tanzania,No
uniqueid_8875 x Tanzania,No
uniqueid_8876 x Tanzania,No
uniqueid_8877 x Tanzania,No
uniqueid_8878 x Tanzania,No
uniqueid_8879 x Tanzania,No
uniqueid_8880 x Tanzania,No
uniqueid_8881 x Tanzania,No
uniqueid_8882 x Tanzania,No
uniqueid_8883 x Tanzania,No
uniqueid_8884 x Tanzania,No
uniqueid_8885 x Tanzania,No
uniqueid_8886 x Tanzania,No
uniqueid_8887 x Tanzania,No
uniqueid_8888 x Tanzania,No
uniqueid_8889 x Tanzania,No
uniqueid_8890 x Tanzania,No
uniqueid_8891 x Tanzania,No
uniqueid_8892 x Tanzania,No
uniqueid_8893 x Tanzania,No
uniqueid_8894 x Tanzania,No
uniqueid_8895 x Tanzania,No
uniqueid_8896 x Tanzania,No
uniqueid_8897 x Tanzania,No
uniqueid_8898 x Tanzania,No
uniqueid_8899 x Tanzania,No
uniqueid_8900 x Tanzania,No
uniqueid_8901 x Tanzania,No
uniqueid_8902 x Tanzania,No
uniqueid_8903 x Tanzania,No
uniqueid_8904 x Tanzania,No
uniqueid_8905 x Tanzania,No
uniqueid_8906 x Tanzania,No
uniqueid_8907 x Tanzania,No
uniqueid_8908 x Tanzania,No
uniqueid_8909 x Tanzania,No
uniqueid_8910 x Tanzania,No
uniqueid_8911 x Tanzania,No
uniqueid_8912 x Tanzania,No
uniqueid_8913 x Tanzania,No
uniqueid_8914 x Tanzania,No
uniqueid_8915 x Tanzania,No
uniqueid_8916 x Tanzania,No
uniqueid_8917 x Tanzania,No
uniqueid_8918 x Tanzania,No
uniqueid_8919 x Tanzania,No
uniqueid_8920 x Tanzania,No
uniqueid_8921 x Tanzania,No
uniqueid_8922 x Tanzania,No
uniqueid_8923 x Tanzania,Yes
uniqueid_8924 x Tanzania,No
uniqueid_8925 x Tanzania,No
uniqueid_8926 x Tanzania,Yes
uniqueid_8927 x Tanzania,No
uniqueid_8928 x Tanzania,No
uniqueid_8929 x Tanzania,No
uniqueid_8930 x Tanzania,No
uniqueid_8931 x Tanzania,No
uniqueid_8932 x Tanzania,No
uniqueid_8933 x Tanzania,No
uniqueid_8934 x Tanzania,No
uniqueid_8935 x Tanzania,No
uniqueid_8936 x Tanzania,No
uniqueid_8937 x Tanzania,No
uniqueid_8938 x Tanzania,No
uniqueid_8939 x Tanzania,No
uniqueid_8940 x Tanzania,No
uniqueid_8941 x Tanzania,No
uniqueid_8942 x Tanzania,No
uniqueid_8943 x Tanzania,No
uniqueid_8944 x Tanzania,No
uniqueid_8945 x Tanzania,No
uniqueid_8946 x Tanzania,No
uniqueid_8947 x Tanzania,No
uniqueid_8948 x Tanzania,No
uniqueid_8949 x Tanzania,No
uniqueid_8950 x Tanzania,No
uniqueid_8951 x Tanzania,No
uniqueid_8952 x Tanzania,No
uniqueid_8953 x Tanzania,No
uniqueid_8954 x Tanzania,Yes
uniqueid_8955 x Tanzania,No
uniqueid_8956 x Tanzania,No
uniqueid_8957 x Tanzania,No
uniqueid_8958 x Tanzania,No
uniqueid_8959 x Tanzania,No
uniqueid_8960 x Tanzania,No
uniqueid_8961 x Tanzania,No
uniqueid_8962 x Tanzania,No
uniqueid_8963 x Tanzania,No
uniqueid_8964 x Tanzania,No
uniqueid_8965 x Tanzania,No
uniqueid_8966 x Tanzania,No
uniqueid_8967 x Tanzania,No
uniqueid_8968 x Tanzania,Yes
uniqueid_8969 x Tanzania,No
uniqueid_8970 x Tanzania,No
uniqueid_8971 x Tanzania,No
uniqueid_8972 x Tanzania,No
uniqueid_8973 x Tanzania,No
uniqueid_8974 x Tanzania,No
uniqueid_8975 x Tanzania,No
uniqueid_8976 x Tanzania,No
uniqueid_8977 x Tanzania,No
uniqueid_8978 x Tanzania,No
uniqueid_8979 x Tanzania,No
uniqueid_8980 x Tanzania,No
uniqueid_8981 x Tanzania,No
uniqueid_8982 x Tanzania,No
uniqueid_8983 x Tanzania,No
uniqueid_8984 x Tanzania,No
uniqueid_8985 x Tanzania,No
uniqueid_8986 x Tanzania,No
uniqueid_8987 x Tanzania,No
uniqueid_8988 x Tanzania,No
uniqueid_8989 x Tanzania,No
uniqueid_8990 x Tanzania,No
uniqueid_8991 x Tanzania,No
uniqueid_8992 x Tanzania,No
uniqueid_8993 x Tanzania,No
uniqueid_8994 x Tanzania,No
uniqueid_8995 x Tanzania,No
uniqueid_8996 x Tanzania,No
uniqueid_8997 x Tanzania,No
uniqueid_8998 x Tanzania,No
uniqueid_8999 x Tanzania,No
uniqueid_9000 x Tanzania,No
uniqueid_9001 x Tanzania,No
uniqueid_9002 x Tanzania,No
uniqueid_9003 x Tanzania,No
uniqueid_9004 x Tanzania,No
uniqueid_9005 x Tanzania,No
uniqueid_9006 x Tanzania,No
uniqueid_9007 x Tanzania,No
uniqueid_9008 x Tanzania,No
uniqueid_9009 x Tanzania,No
uniqueid_9010 x Tanzania,No
uniqueid_9011 x Tanzania,No
uniqueid_9012 x Tanzania,No
uniqueid_9013 x Tanzania,No
uniqueid_9014 x Tanzania,No
uniqueid_9015 x Tanzania,No
uniqueid_9016 x Tanzania,No
uniqueid_9017 x Tanzania,No
uniqueid_9018 x Tanzania,No
uniqueid_9019 x Tanzania,No
uniqueid_9020 x Tanzania,No
uniqueid_9021 x Tanzania,No
uniqueid_9022 x Tanzania,No
uniqueid_9023 x Tanzania,No
uniqueid_9024 x Tanzania,No
uniqueid_9025 x Tanzania,No
uniqueid_9026 x Tanzania,No
uniqueid_9027 x Tanzania,No
uniqueid_9028 x Tanzania,No
uniqueid_9029 x Tanzania,No
uniqueid_9030 x Tanzania,No
uniqueid_9031 x Tanzania,No
uniqueid_9032 x Tanzania,No
uniqueid_9033 x Tanzania,No
uniqueid_9034 x Tanzania,No
uniqueid_9035 x Tanzania,No
uniqueid_9036 x Tanzania,No
uniqueid_9037 x Tanzania,No
uniqueid_9038 x Tanzania,No
uniqueid_9039 x Tanzania,No
uniqueid_9040 x Tanzania,No
uniqueid_9041 x Tanzania,No
uniqueid_9042 x Tanzania,No
uniqueid_9043 x Tanzania,No
uniqueid_9044 x Tanzania,No
uniqueid_9045 x Tanzania,No
uniqueid_9046 x Tanzania,No
uniqueid_9047 x Tanzania,No
uniqueid_9048 x Tanzania,No
uniqueid_9049 x Tanzania,No
uniqueid_9050 x Tanzania,No
uniqueid_9051 x Tanzania,Yes
uniqueid_9052 x Tanzania,No
uniqueid_9053 x Tanzania,No
uniqueid_9054 x Tanzania,No
uniqueid_9055 x Tanzania,No
uniqueid_9056 x Tanzania,No
uniqueid_9057 x Tanzania,No
uniqueid_9058 x Tanzania,No
uniqueid_9059 x Tanzania,No
uniqueid_9060 x Tanzania,No
uniqueid_9061 x Tanzania,Yes
uniqueid_9062 x Tanzania,No
uniqueid_9063 x Tanzania,No
uniqueid_9064 x Tanzania,No
uniqueid_9065 x Tanzania,No
uniqueid_9066 x Tanzania,No
uniqueid_9067 x Tanzania,No
uniqueid_9068 x Tanzania,No
uniqueid_9069 x Tanzania,No
uniqueid_9070 x Tanzania,No
uniqueid_9071 x Tanzania,No
uniqueid_9072 x Tanzania,No
uniqueid_9073 x Tanzania,No
uniqueid_9074 x Tanzania,No
uniqueid_9075 x Tanzania,No
uniqueid_9076 x Tanzania,No
uniqueid_9077 x Tanzania,No
uniqueid_9078 x Tanzania,No
uniqueid_9079 x Tanzania,No
uniqueid_9080 x Tanzania,No
uniqueid_9081 x Tanzania,No
uniqueid_9082 x Tanzania,No
uniqueid_9083 x Tanzania,No
uniqueid_9084 x Tanzania,No
uniqueid_9085 x Tanzania,No
uniqueid_9086 x Tanzania,No
uniqueid_9087 x Tanzania,No
uniqueid_9088 x Tanzania,No
uniqueid_9089 x Tanzania,No
uniqueid_9090 x Tanzania,No
uniqueid_9091 x Tanzania,No
uniqueid_9092 x Tanzania,No
uniqueid_9093 x Tanzania,No
uniqueid_9094 x Tanzania,No
uniqueid_9095 x Tanzania,No
uniqueid_9096 x Tanzania,No
uniqueid_9097 x Tanzania,No
uniqueid_9098 x Tanzania,No
uniqueid_9099 x Tanzania,No
uniqueid_9100 x Tanzania,No
uniqueid_9101 x Tanzania,No
uniqueid_9102 x Tanzania,No
uniqueid_9103 x Tanzania,No
uniqueid_9104 x Tanzania,No
uniqueid_9105 x Tanzania,No
uniqueid_9106 x Tanzania,No
uniqueid_9107 x Tanzania,No
uniqueid_9108 x Tanzania,No
uniqueid_9109 x Tanzania,No
uniqueid_9110 x Tanzania,No
uniqueid_9111 x Tanzania,No
uniqueid_9112 x Tanzania,No
uniqueid_9113 x Tanzania,No
uniqueid_9114 x Tanzania,No
uniqueid_9115 x Tanzania,No
uniqueid_9116 x Tanzania,No
uniqueid_9117 x Tanzania,No
uniqueid_9118 x Tanzania,No
uniqueid_9119 x Tanzania,No
uniqueid_9120 x Tanzania,No
uniqueid_9121 x Tanzania,No
uniqueid_9122 x Tanzania,No
uniqueid_9123 x Tanzania,No
uniqueid_9124 x Tanzania,No
uniqueid_9125 x Tanzania,No
uniqueid_9126 x Tanzania,No
uniqueid_9127 x Tanzania,No
uniqueid_9128 x Tanzania,No
uniqueid_9129 x Tanzania,No
uniqueid_9130 x Tanzania,No
uniqueid_9131 x Tanzania,No
uniqueid_9132 x Tanzania,No
uniqueid_9133 x Tanzania,No
uniqueid_9134 x Tanzania,No
uniqueid_9135 x Tanzania,No
uniqueid_9136 x Tanzania,No
uniqueid_9137 x Tanzania,No
uniqueid_9138 x Tanzania,No
uniqueid_9139 x Tanzania,No
uniqueid_9140 x Tanzania,No
uniqueid_9141 x Tanzania,No
uniqueid_9142 x Tanzania,No
uniqueid_9143 x Tanzania,No
uniqueid_9144 x Tanzania,No
uniqueid_9145 x Tanzania,Yes
uniqueid_9146 x Tanzania,No
uniqueid_9147 x Tanzania,No
uniqueid_9148 x Tanzania,No
uniqueid_9149 x Tanzania,No
uniqueid_9150 x Tanzania,No
uniqueid_9151 x Tanzania,No
uniqueid_9152 x Tanzania,No
uniqueid_9153 x Tanzania,No
uniqueid_9154 x Tanzania,Yes
uniqueid_9155 x Tanzania,No
uniqueid_9156 x Tanzania,No
uniqueid_9157 x Tanzania,No
uniqueid_9158 x Tanzania,No
uniqueid_9159 x Tanzania,No
uniqueid_9160 x Tanzania,No
uniqueid_9161 x Tanzania,Yes
uniqueid_9162 x Tanzania,No
uniqueid_9163 x Tanzania,No
uniqueid_9164 x Tanzania,No
uniqueid_9165 x Tanzania,Yes
uniqueid_9166 x Tanzania,No
uniqueid_9167 x Tanzania,No
uniqueid_9168 x Tanzania,No
uniqueid_9169 x Tanzania,No
uniqueid_9170 x Tanzania,No
uniqueid_9171 x Tanzania,No
uniqueid_9172 x Tanzania,No
uniqueid_9173 x Tanzania,No
uniqueid_9174 x Tanzania,No
uniqueid_9175 x Tanzania,No
uniqueid_9176 x Tanzania,No
uniqueid_9177 x Tanzania,No
uniqueid_9178 x Tanzania,No
uniqueid_9179 x Tanzania,No
uniqueid_9180 x Tanzania,No
uniqueid_9181 x Tanzania,No
uniqueid_9182 x Tanzania,No
uniqueid_9183 x Tanzania,No
uniqueid_9184 x Tanzania,No
uniqueid_9185 x Tanzania,No
uniqueid_9186 x Tanzania,No
uniqueid_9187 x Tanzania,No
uniqueid_9188 x Tanzania,No
uniqueid_9189 x Tanzania,No
uniqueid_9190 x Tanzania,No
uniqueid_9191 x Tanzania,No
uniqueid_9192 x Tanzania,No
uniqueid_9193 x Tanzania,No
uniqueid_9194 x Tanzania,No
uniqueid_9195 x Tanzania,No
uniqueid_9196 x Tanzania,No
uniqueid_9197 x Tanzania,No
uniqueid_9198 x Tanzania,No
uniqueid_9199 x Tanzania,No
uniqueid_9200 x Tanzania,No
uniqueid_9201 x Tanzania,No
uniqueid_9202 x Tanzania,No
uniqueid_9203 x Tanzania,No
uniqueid_9204 x Tanzania,No
uniqueid_9205 x Tanzania,No
uniqueid_9206 x Tanzania,No
uniqueid_9207 x Tanzania,No
uniqueid_9208 x Tanzania,No
uniqueid_9209 x Tanzania,No
uniqueid_9210 x Tanzania,No
uniqueid_9211 x Tanzania,No
uniqueid_9212 x Tanzania,No
uniqueid_9213 x Tanzania,No
uniqueid_9214 x Tanzania,No
uniqueid_9215 x Tanzania,No
uniqueid_9216 x Tanzania,No
uniqueid_9217 x Tanzania,No
uniqueid_9218 x Tanzania,No
uniqueid_9219 x Tanzania,Yes
uniqueid_9220 x Tanzania,No
uniqueid_9221 x Tanzania,No
uniqueid_9222 x Tanzania,No
uniqueid_9223 x Tanzania,No
uniqueid_9224 x Tanzania,No
uniqueid_9225 x Tanzania,No
uniqueid_9226 x Tanzania,No
uniqueid_9227 x Tanzania,No
uniqueid_9228 x Tanzania,No
uniqueid_9229 x Tanzania,No
uniqueid_9230 x Tanzania,No
uniqueid_9231 x Tanzania,No
uniqueid_9232 x Tanzania,No
uniqueid_9233 x Tanzania,No
uniqueid_9234 x Tanzania,No
uniqueid_9235 x Tanzania,No
uniqueid_9236 x Tanzania,No
uniqueid_9237 x Tanzania,No
uniqueid_9238 x Tanzania,No
uniqueid_9239 x Tanzania,No
uniqueid_9240 x Tanzania,No
uniqueid_9241 x Tanzania,No
uniqueid_9242 x Tanzania,No
uniqueid_9243 x Tanzania,No
uniqueid_9244 x Tanzania,No
uniqueid_9245 x Tanzania,No
uniqueid_9246 x Tanzania,No
uniqueid_9247 x Tanzania,No
uniqueid_9248 x Tanzania,No
uniqueid_9249 x Tanzania,No
uniqueid_9250 x Tanzania,No
uniqueid_9251 x Tanzania,No
uniqueid_9252 x Tanzania,No
uniqueid_9253 x Tanzania,No
uniqueid_9254 x Tanzania,No
uniqueid_9255 x Tanzania,No
uniqueid_9256 x Tanzania,No
uniqueid_9257 x Tanzania,No
uniqueid_9258 x Tanzania,No
uniqueid_9259 x Tanzania,No
uniqueid_9260 x Tanzania,No
uniqueid_9261 x Tanzania,No
uniqueid_9262 x Tanzania,No
uniqueid_9263 x Tanzania,No
uniqueid_9264 x Tanzania,No
uniqueid_9265 x Tanzania,No
uniqueid_9266 x Tanzania,No
uniqueid_9267 x Tanzania,No
uniqueid_9268 x Tanzania,No
uniqueid_9269 x Tanzania,No
uniqueid_9270 x Tanzania,No
uniqueid_9271 x Tanzania,No
uniqueid_9272 x Tanzania,No
uniqueid_9273 x Tanzania,No
uniqueid_9274 x Tanzania,No
uniqueid_9275 x Tanzania,No
uniqueid_9276 x Tanzania,No
uniqueid_9277 x Tanzania,No
uniqueid_9278 x Tanzania,No
uniqueid_9279 x Tanzania,No
uniqueid_9280 x Tanzania,No
uniqueid_9281 x Tanzania,No
uniqueid_9282 x Tanzania,No
uniqueid_9283 x Tanzania,No
uniqueid_9284 x Tanzania,No
uniqueid_9285 x Tanzania,No
uniqueid_9286 x Tanzania,No
uniqueid_9287 x Tanzania,No
uniqueid_9288 x Tanzania,No
uniqueid_9289 x Tanzania,No
uniqueid_9290 x Tanzania,No
uniqueid_9291 x Tanzania,No
uniqueid_9292 x Tanzania,No
uniqueid_9293 x Tanzania,No
uniqueid_9294 x Tanzania,No
uniqueid_9295 x Tanzania,No
uniqueid_9296 x Tanzania,No
uniqueid_9297 x Tanzania,No
uniqueid_9298 x Tanzania,No
uniqueid_9299 x Tanzania,No
uniqueid_9300 x Tanzania,No
uniqueid_9301 x Tanzania,No
uniqueid_9302 x Tanzania,No
uniqueid_9303 x Tanzania,No
uniqueid_9304 x Tanzania,No
uniqueid_9305 x Tanzania,Yes
uniqueid_9306 x Tanzania,No
uniqueid_9307 x Tanzania,No
uniqueid_9308 x Tanzania,No
uniqueid_9309 x Tanzania,No
uniqueid_9310 x Tanzania,No
uniqueid_9311 x Tanzania,No
uniqueid_9312 x Tanzania,No
uniqueid_9313 x Tanzania,No
uniqueid_9314 x Tanzania,No
uniqueid_9315 x Tanzania,No
uniqueid_9316 x Tanzania,No
uniqueid_9317 x Tanzania,No
uniqueid_9318 x Tanzania,No
uniqueid_9319 x Tanzania,No
uniqueid_9320 x Tanzania,No
uniqueid_9321 x Tanzania,No
uniqueid_9322 x Tanzania,No
uniqueid_9323 x Tanzania,Yes
uniqueid_9324 x Tanzania,No
uniqueid_9325 x Tanzania,No
uniqueid_9326 x Tanzania,No
uniqueid_9327 x Tanzania,No
uniqueid_9328 x Tanzania,No
uniqueid_9329 x Tanzania,No
